VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJ3E1EA0J,Thurston,Tumwater,WA,98512,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,121108942,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067010910
1G1FW6S04L,Snohomish,Snohomish,WA,98296,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,1,261137033,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052113
5YJSA1E2XJ,Kitsap,Kingston,WA,98346,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,23,207445535,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090101
1N4AZ0CP9F,Kitsap,Bremerton,WA,98312,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,26,209131856,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080600
WBY8P4C0XM,King,Seattle,WA,98122,2021,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,0,37,148917177,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800
KNDADFS51R,Snohomish,Bothell,WA,98021,2024,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,272460968,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918
1FADP5CU4G,Kitsap,Seabeck,WA,98380,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,35,477896611,POINT (-122.81585 47.64509),PUGET SOUND ENERGY INC,53035092000
3C3CFFGE7J,King,Seattle,WA,98126,2018,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,34,193825824,POINT (-122.36893 47.54701),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009900
7PDSGABA4P,Kitsap,Bremerton,WA,98312,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,260198480,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080600
7SAYGDEEXP,Kitsap,Kingston,WA,98346,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,258349276,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
5YJYGDEE2L,King,Seattle,WA,98134,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,11,253563306,POINT (-122.32741 47.58616),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300
5YJ3E1EC3P,Yakima,Yakima,WA,98908,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,245340252,POINT (-120.60199 46.59817),PACIFICORP,53077001000
7SAYGDEE9P,Thurston,Olympia,WA,98516,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,227212373,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067011500
1G1RD6E41C,Yakima,Yakima,WA,98902,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,14,148259261,POINT (-120.52041 46.59751),PACIFICORP,53077001000
JM3KKDHA3R,Snohomish,Everett,WA,98204,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,38,262651700,POINT (-122.27557 47.88936),PUGET SOUND ENERGY INC,53061041904
5YJSA1E21H,Kitsap,Poulsbo,WA,98370,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,23,168440226,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090201
5YJ3E1EA2J,Kitsap,Bremerton,WA,98312,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,35,281249692,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080700
5YJ3E1EA3L,Snohomish,Lynnwood,WA,98037,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,21,131375107,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051802
1N4BZ1CPXK,Thurston,Olympia,WA,98501,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,35,107842556,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011821
1N4BZ0CP6G,Skagit,Anacortes,WA,98221,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,40,102170127,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,53057940500
5YJ3E1EB4K,Yakima,Selah,WA,98942,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,13,202865204,POINT (-120.53145 46.65405),PACIFICORP,53077003004
WP0AB2Y1XM,Spokane,Spokane,WA,99203,2021,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,203,0,6,276495068,POINT (-117.39322 47.63374),MODERN ELECTRIC WATER COMPANY,53063004300
WBY1Z6C33H,Kitsap,Bainbridge Island,WA,98110,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,23,170134282,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090800
5YJXCBE29G,Snohomish,Bothell,WA,98021,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,1,144446004,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051937
1N4AZ1CP6J,Kitsap,Kingston,WA,98346,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,23,288178201,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
7SAYGDEE2S,Kitsap,Bremerton,WA,98312,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26,278315082,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035092102
1N4AZ0CP0D,Thurston,Olympia,WA,98506,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,22,256951446,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
KNDCM3LD1N,Kitsap,Poulsbo,WA,98370,2022,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,23,196390211,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090202
JTMFB3FV1R,Kitsap,Poulsbo,WA,98370,2024,TOYOTA,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,23,272182830,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090201
5YJ3E1EA1J,Thurston,Olympia,WA,98516,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,280145442,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
1C4JJXR63M,Walla Walla,Walla Walla,WA,99362,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,16,185306677,POINT (-118.34261 46.07068),PACIFICORP,53071920802
7FCTGAAL9N,Thurston,Olympia,WA,98513,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,194252621,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067012420
JTJKKCFZ8N,Snohomish,Bothell,WA,98021,2022,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,1,278482459,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
WMWXP3C01M,King,Issaquah,WA,98029,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,110,0,5,106927096,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221
1N4BZ1CP3K,Yakima,Yakima,WA,98902,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,14,9074544,POINT (-120.52041 46.59751),PACIFICORP,53077000800
WBY1Z2C55E,Thurston,Olympia,WA,98501,2014,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,22,195380398,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010700
5YJXCDE29K,Kitsap,Kingston,WA,98346,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,23,477796014,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
KNDC3DLC7N,Mason,Shelton,WA,98584,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,207118306,POINT (-123.10565 47.21248),CITY OF TACOMA - (WA),53045961101
1N4AZ1CP1K,Snohomish,Lynnwood,WA,98036,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,1,2403915,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051932
5YJ3E1EB3K,Yakima,Yakima,WA,98908,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,14,185902846,POINT (-120.60199 46.59817),PACIFICORP,53077000401
KNDRMDJH3S,Snohomish,Bothell,WA,98021,2025,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,1,279081239,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938
5YJ3E1EB9K,Thurston,Lacey,WA,98503,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,22,131481402,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011625
5YJ3E1EA1S,Thurston,Olympia,WA,98501,2025,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,276125300,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011721
KNDRJDJH8S,Thurston,Tenino,WA,98589,2025,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,35,280969741,POINT (-122.85135 46.85752),PUGET SOUND ENERGY INC,53067012610
WBY8P6C58K,King,Seattle,WA,98116,2019,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153,0,34,293331111,POINT (-122.41067 47.57894),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009701
5YJ3E1EA1K,Snohomish,Bothell,WA,98012,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,44,195269875,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052007
1N4AZ0CP1D,Kitsap,Poulsbo,WA,98370,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,23,297642495,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090202
5YJYGDEE4L,Kitsap,Kingston,WA,98346,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,23,112996341,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090101
JHMZC5F37M,Kitsap,Poulsbo,WA,98370,2021,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,23,171566447,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090400
WBY1Z2C56F,King,Vashon,WA,98070,2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,34,150627382,POINT (-122.4573 47.44929),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027702
5YJ3E1EB3L,King,Issaquah,WA,98029,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,5,220962017,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220
5YJ3E1EA3J,King,Auburn,WA,98001,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,47,280221798,POINT (-122.23035 47.3074),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029902
1N4AZ0CP3F,King,Seattle,WA,98117,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,36,221501311,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002900
1N4AZ1CP1J,Snohomish,Snohomish,WA,98290,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,39,125704946,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052301
5YJYGDEE8L,Skagit,Mount Vernon,WA,98274,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,10,127102062,POINT (-122.32355 48.41566),PUGET SOUND ENERGY INC,53057952403
YV4BR0CM1M,Walla Walla,Walla Walla,WA,99362,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,16,207307439,POINT (-118.34261 46.07068),PACIFICORP,53071920902
1N4AZ0CP4F,King,Vashon,WA,98070,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,34,167107832,POINT (-122.4573 47.44929),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027701
WDDVP9AB6H,Thurston,Olympia,WA,98502,2017,MERCEDES-BENZ,B-CLASS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,35,260699134,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
5YJ3E1EB6J,Yakima,Wapato,WA,98951,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,14,215081436,POINT (-120.42083 46.44779),PACIFICORP,53077940001
5UXTA6C01P,Snohomish,Woodinville,WA,98072,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,1,220494739,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC,53061051912
YV4H60RJ5S,Thurston,Olympia,WA,98506,2025,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,22,276565439,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010300
KNDJP3AE2G,Thurston,Olympia,WA,98501,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,22,135000148,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010700
1N4AZ0CPXE,Yakima,Yakima,WA,98902,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,14,183646774,POINT (-120.52041 46.59751),PACIFICORP,53077000800
JTJCJMGA8R,Yakima,Yakima,WA,98902,2024,LEXUS,RX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,14,274113976,POINT (-120.52041 46.59751),PACIFICORP,53077000800
5YJ3E1EB2J,Snohomish,Bothell,WA,98012,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,1,232689593,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051934
7FCTGBAA6S,Island,Oak Harbor,WA,98277,2025,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,10,281102615,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970700
5YJ3E1EA6L,Snohomish,Bothell,WA,98012,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,1,2025670,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051933
1N4BZ0CPXG,Thurston,Lacey,WA,98513,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22,102835708,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067011622
5YJ3E1EB1J,Thurston,Tumwater,WA,98512,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,179260427,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067010920
5YJYGDEF8L,Snohomish,Snohomish,WA,98296,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,1,113618088,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052113
1N4AZ1CP9J,Whitman,Pullman,WA,99163,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,9,158106182,POINT (-117.18147 46.73015),AVISTA CORP,53075000300
1N4AZ0CP0F,King,Seattle,WA,98122,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,37,8607063,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800
5YJ3E1EA3K,King,Seattle,WA,98144,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,37,475556455,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500
YV4ER3HK5S,Snohomish,Edmonds,WA,98020,2025,VOLVO,EX40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,278707824,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,53061050300
WBY1Z2C54G,Snohomish,Everett,WA,98203,2016,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,38,185334068,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061041202
WMWXP3C02M,Island,Clinton,WA,98236,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,110,0,10,132858897,POINT (-122.35803 47.9796),PUGET SOUND ENERGY INC,53029972100
5YJ3E1EB1J,Chelan,Wenatchee,WA,98801,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,12,132794147,POINT (-120.30522 47.41494),PUD NO 1 OF CHELAN COUNTY,53007960700
5YJYGDEE7L,Kitsap,Bainbridge Island,WA,98110,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,23,110732184,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090700
5UXTS1C0XM,Kitsap,Indianola,WA,98342,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,23,267495917,POINT (-122.51843 47.7487),PUGET SOUND ENERGY INC,53035940000
WAUUPBFF7G,Thurston,Olympia,WA,98502,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,35,173707439,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
5UXKT0C59G,King,Seattle,WA,98117,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,36,252530456,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003000
WBY7Z2C51J,King,Redmond,WA,98052,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114,0,48,469160863,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022606
5YJ3E1EA1P,Stevens,Addy,WA,99101,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,7,220119644,POINT (-117.8379 48.35609),AVISTA CORP,53065950800
5YJXCBE21H,King,Redmond,WA,98052,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,45,348389982,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323
5YJ3E1EA9K,Thurston,Olympia,WA,98513,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,2,202242918,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067012420
1N4AZ0CP9D,Snohomish,Marysville,WA,98270,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,38,173842301,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC,53061052906
5UX43EU05R,Chelan,Manson,WA,98831,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,12,255485597,POINT (-120.16034 47.8854),PUD NO 1 OF CHELAN COUNTY,53007960400
1N4AZ0CPXG,Yakima,Tieton,WA,98947,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,14,238752748,POINT (-120.75541 46.70257),PACIFICORP,53077002900
5YJ3E1EB4N,Snohomish,Bothell,WA,98021,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,186179087,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051932
5YJYGDEF1L,Skagit,Anacortes,WA,98221,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,40,132923871,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,53057940401
5YJ3E1EB4K,Yakima,Yakima,WA,98902,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,14,270673084,POINT (-120.52041 46.59751),PACIFICORP,53077000700
KNDC4DLC2R,Kittitas,Ellensburg,WA,98926,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,13,272300010,POINT (-120.54872 46.99703),PUGET SOUND ENERGY INC,53037975402
JM3KKEHAXR,Snohomish,Marysville,WA,98270,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,44,269865249,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC,53061052711
5YJ3E1EA7J,Thurston,Olympia,WA,98503,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,2,265306730,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011627
5UX43EU01S,Thurston,Olympia,WA,98506,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40,0,22,276046389,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
YV4BR0CM5L,Snohomish,Edmonds,WA,98020,2020,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,21,112661118,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,53061050300
5YJYGDEE1L,Snohomish,Edmonds,WA,98026,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,21,122165865,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050101
KNDJP3AEXG,Thurston,Olympia,WA,98506,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,22,160101196,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
1N4AZ0CP2D,King,Redmond,WA,98052,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,48,209392263,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032313
1N4AZ0CP6D,Island,Langley,WA,98260,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,10,349588004,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029972000
1N4BZ0CP6G,Whitman,Pullman,WA,99163,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,9,261780767,POINT (-117.18147 46.73015),AVISTA CORP,53075000400
3FA6P0PU9E,Yakima,Yakima,WA,98902,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,14,212643980,POINT (-120.52041 46.59751),PACIFICORP,53077000800
